Nom,Organisation,URL,Description,Fork?,Créé,Mis à jour,Homepage,Stars,# forks,Licence,Issues,Langages
"mes-aides-ui","https://github.com/betagouv","https://github.com/betagouv/mes-aides-ui","Le simulateur global des prestations sociales françaises",false,"2014-04-03T10:42:21Z","2019-01-10T09:01:28Z","https://mes-aides.gouv.fr/",52,12,,131,"JavaScript"
"mdph","https://github.com/betagouv","https://github.com/betagouv/mdph","Faciliter les demandes de compensation du handicap auprès des MDPH",false,"2014-07-02T13:47:21Z","2018-09-06T13:17:25Z","https://mdphenligne.cnsa.fr",9,4,,7,"JavaScript"
"openfisca-france","https://github.com/betagouv","https://github.com/betagouv/openfisca-france","  French specific module for OpenFisca",true,"2014-07-23T08:10:22Z","2018-11-05T13:57:20Z","",4,1,,12,"Python"
"mes-aides-api","https://github.com/betagouv","https://github.com/betagouv/mes-aides-api","A mapping interface between the mes-aides user interface and the OpenFisca simulation engine.",false,"2014-09-01T11:45:44Z","2018-07-31T14:16:02Z","https://mes-aides.gouv.fr",21,4,,11,"JavaScript"
"dds-cross-simulator","https://github.com/betagouv","https://github.com/betagouv/dds-cross-simulator","Use the test acceptance format from DDS to use simulators from other administrations.",false,"2014-10-29T16:20:56Z","2017-12-12T10:45:01Z",,0,0,,0,"JavaScript"
"paie-api","https://github.com/betagouv","https://github.com/betagouv/paie-api","The Paie API calculates all the taxes applicable to a salary in France.",false,"2014-11-06T16:03:45Z","2017-07-16T13:58:22Z","paie.sgmap.fr/api/doc",4,1,,0,"JavaScript"
"cerfa-form-filler","https://github.com/betagouv","https://github.com/betagouv/cerfa-form-filler","[DEPRECATED] Un remplisseur de formulaires PDF Cerfa pour les aides sociales françaises",false,"2014-11-07T10:08:35Z","2016-09-22T07:22:15Z","",2,0,"GNU Affero General Public License v3.0",0,"Java"
"paie-www","https://github.com/betagouv","https://github.com/betagouv/paie-www","Page d'accueil du simulateur de coût d'embauche",false,"2014-11-21T16:11:04Z","2016-12-14T14:24:04Z","https://embauche.beta.gouv.fr",0,0,,9,"CSS"
"allegement-fillon","https://github.com/betagouv","https://github.com/betagouv/allegement-fillon","Un calculateur de réduction Fillon basé sur l'API Paie",false,"2014-11-25T13:39:01Z","2014-12-09T21:57:05Z",,0,0,,0,"CSS"
"paie-editor","https://github.com/betagouv","https://github.com/betagouv/paie-editor","Un éditeur de fiches de paie basé sur l'API Paie",false,"2014-12-09T22:35:59Z","2015-01-27T17:50:50Z","paie.meteor.com",1,1,,0,"JavaScript"
"OpenLawEditor","https://github.com/betagouv","https://github.com/betagouv/OpenLawEditor","Éditeur collaboratif d'un modèle ouvert de fiche de paie",false,"2014-12-15T07:35:13Z","2015-02-03T10:41:10Z","loi.meteor.com",0,0,,0,"JavaScript"
"openfisca-web-api","https://github.com/betagouv","https://github.com/betagouv/openfisca-web-api","Web API for OpenFisca -- a versatile microsimulation free software",true,"2014-12-30T14:11:42Z","2016-01-25T23:11:26Z",,0,0,"GNU Affero General Public License v3.0",0,"Python"
"openfisca-core","https://github.com/betagouv","https://github.com/betagouv/openfisca-core","Core module of OpenFisca, with neither GUI nor countries-specific code & data",true,"2014-12-30T14:16:18Z","2016-02-25T16:46:46Z",,1,0,"GNU Affero General Public License v3.0",0,"Python"
"fiches-de-banc","https://github.com/betagouv","https://github.com/betagouv/fiches-de-banc","[Abandonné] Émettre collaborativement des avis sur les amendements déposés à l'Assemblée Nationale.",false,"2015-01-15T18:56:08Z","2018-03-09T22:21:14Z","https://beta.gouv.fr/startup/fiches-de-banc.html",6,2,,4,"JavaScript"
"ludwig-ui","https://github.com/betagouv","https://github.com/betagouv/ludwig-ui","User interface for Ludwig, the collaborative testing tool",false,"2015-01-22T16:31:07Z","2017-12-01T09:10:05Z","https://mes-aides.gouv.fr/tests",1,1,,9,"JavaScript"
"ludwig-api","https://github.com/betagouv","https://github.com/betagouv/ludwig-api","Ludwig REST API",false,"2015-01-27T16:40:22Z","2018-11-22T16:20:59Z",,0,1,,8,"JavaScript"
"impact-tests","https://github.com/betagouv","https://github.com/betagouv/impact-tests","Module ludwig pour projet Impact",false,"2015-02-04T16:12:08Z","2017-12-12T10:47:47Z",,0,0,,0,"JavaScript"
"cout-embauche","https://github.com/betagouv","https://github.com/betagouv/cout-embauche","Estimateur de prix d'embauche - Simulate the price of hiring in France",false,"2015-02-06T14:13:43Z","2018-08-23T16:11:57Z","",45,8,,43,"JavaScript"
"openfisca-parsers","https://github.com/betagouv","https://github.com/betagouv/openfisca-parsers","Lexers, parsers, compilers, etc for OpenFisca source code",true,"2015-02-25T16:16:38Z","2015-04-21T08:46:28Z",,0,0,"GNU Affero General Public License v3.0",0,"Python"
"openfisca-ops","https://github.com/betagouv","https://github.com/betagouv/openfisca-ops","[DEPRECATED] Easily deploy a production-ready OpenFisca instance.",false,"2015-03-02T18:30:13Z","2018-09-01T22:23:18Z","https://doc.openfisca.fr/en/for_developers.html",4,1,,0,"Shell"
"meteor-assemblee-nationale","https://github.com/betagouv","https://github.com/betagouv/meteor-assemblee-nationale","Accéder à des données d'amendements de l'Assemblée Nationale depuis Meteor.",false,"2015-03-05T09:11:39Z","2018-11-19T17:01:07Z",,9,1,,1,"JavaScript"
"paie-tests","https://github.com/betagouv","https://github.com/betagouv/paie-tests","Ludwig-based testing instance for the Paie API.",false,"2015-03-13T17:29:24Z","2016-02-09T15:08:13Z",,0,0,,1,"JavaScript"
"open-academie-old","https://github.com/betagouv","https://github.com/betagouv/open-academie-old","Des outils et des méthodes au service de la modernisation de l'action publique dans l'Education nationale",false,"2015-04-03T13:36:46Z","2018-12-01T14:32:34Z","http://sgmap.github.io/open-academie-old/",5,0,,4,"CSS"
"apicarto-zoneville","https://github.com/betagouv","https://github.com/betagouv/apicarto-zoneville",,false,"2015-04-17T16:11:36Z","2017-11-22T14:20:21Z",,0,1,"MIT License",1,"JavaScript"
"paie-carto","https://github.com/betagouv","https://github.com/betagouv/paie-carto","Un explorateur interactif de l'impact de la localisation d'une entreprise sur le coût à l'embauche d'un salarié.",false,"2015-05-04T18:57:29Z","2015-08-06T08:09:53Z","http://apicarto-dev.sgmap.fr/paie-carto/",0,0,,3,"JavaScript"
"OpenFiscaFrance.jl","https://github.com/betagouv","https://github.com/betagouv/OpenFiscaFrance.jl","A port of OpenFisca-France to Julia. This is the OpenFisca package containing the formulas and parameters of the french tax-benefit system.",true,"2015-05-21T15:59:58Z","2016-02-25T17:32:25Z",,1,0,"Other",0,"Julia"
"bourses","https://github.com/betagouv","https://github.com/betagouv/bourses","Simplification de la demande de bourse",false,"2015-06-03T15:24:31Z","2018-10-18T19:44:24Z","https://bourse.beta.gouv.fr",6,3,,1,"JavaScript"
"openfisca-mes-aides-reform","https://github.com/betagouv","https://github.com/betagouv/openfisca-mes-aides-reform",,false,"2015-06-08T14:17:24Z","2015-06-08T14:23:18Z",,0,0,"GNU Affero General Public License v3.0",0,"Python"
"apicarto-rpg","https://github.com/betagouv","https://github.com/betagouv/apicarto-rpg",,false,"2015-06-19T08:10:09Z","2017-11-22T14:19:40Z",,0,0,,0,"JavaScript"
"Element.details","https://github.com/betagouv","https://github.com/betagouv/Element.details","A pure JS polyfill for <details> tag with DOM API for all browsers including IE6+",true,"2015-07-22T09:17:26Z","2015-10-12T10:07:07Z","",1,3,,0,"JavaScript"
"sejour","https://github.com/betagouv","https://github.com/betagouv/sejour",,true,"2015-09-27T15:01:04Z","2015-09-27T15:01:07Z",,0,0,,0,"Java"
"apicarto-cadastre","https://github.com/betagouv","https://github.com/betagouv/apicarto-cadastre",,false,"2015-10-07T13:15:25Z","2017-11-22T14:24:38Z",,0,1,,1,"JavaScript"
"apicarto-aoc","https://github.com/betagouv","https://github.com/betagouv/apicarto-aoc",,false,"2015-10-08T09:12:25Z","2017-11-22T14:19:15Z",,0,2,,0,"JavaScript"
"tps","https://github.com/betagouv","https://github.com/betagouv/tps","Dématérialiser et simplifier les démarches administratives ",false,"2015-10-13T10:01:34Z","2019-01-10T15:23:06Z","https://www.demarches-simplifiees.fr",32,19,,708,"Ruby"
"api-particulier","https://github.com/betagouv","https://github.com/betagouv/api-particulier","Simplifiez les démarches de vos usagers, ne demandez plus de justificatifs",false,"2015-10-23T09:14:04Z","2018-12-07T16:58:35Z","https://particulier.api.gouv.fr/",8,3,,2,"JavaScript"
"quotient-familial","https://github.com/betagouv","https://github.com/betagouv/quotient-familial",,false,"2015-11-12T13:13:19Z","2018-01-23T09:44:36Z",,0,0,,0,"JavaScript"
"apicarto-data","https://github.com/betagouv","https://github.com/betagouv/apicarto-data",,false,"2015-11-13T16:00:10Z","2017-11-22T14:21:18Z",,0,0,,0,"Shell"
"beta.gouv.fr","https://github.com/betagouv","https://github.com/betagouv/beta.gouv.fr","Le site public de l'Incubateur de Services Numériques de l'État français.",false,"2015-12-18T13:33:48Z","2019-01-09T23:23:55Z","https://beta.gouv.fr",79,213,,8,"HTML"
"mas","https://github.com/betagouv","https://github.com/betagouv/mas","DÉPRÉCIÉ",false,"2016-01-25T14:03:29Z","2017-12-12T10:49:32Z","https://github.com/sgmap/api.gouv.fr",0,2,,0,"HTML"
"coding-dojos","https://github.com/betagouv","https://github.com/betagouv/coding-dojos","Projets et sources des séances de coding-dojo au sein du SGMAP",false,"2016-01-27T15:55:07Z","2017-12-12T10:50:09Z",,0,0,,0,"JavaScript"
"svair-mock","https://github.com/betagouv","https://github.com/betagouv/svair-mock",,false,"2016-02-01T09:12:47Z","2018-10-12T12:26:57Z",,0,6,"Apache License 2.0",1,"HTML"
