Nom,Organisation,URL,Description,Fork?,Créé,Mis à jour,Homepage,Stars,# forks,Licence,Issues,Langages
"addok-fr","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/addok-fr","Addok plugin for addresses in French language",true,"2017-01-18T12:36:43Z","2018-03-15T16:26:15Z",,0,0,,0,"Python"
"the-magical-csv-merge-machine","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/the-magical-csv-merge-machine","API and interface for CSV normalization and linking",false,"2017-01-20T15:47:05Z","2018-10-12T13:46:58Z","",9,3,"MIT License",34,"Python"
"tf-idf_poc","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/tf-idf_poc","Measuring tf-idf in Cour des comptes' reports",false,"2017-01-23T16:05:00Z","2017-01-24T11:19:22Z",,0,0,,0,"Jupyter Notebook"
"sidenotes","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/sidenotes","A partial collection of talks, blogs, articles and books about programming, datascience and life.",false,"2017-01-27T09:02:43Z","2017-11-21T11:31:39Z",,2,1,,1,
"dataiku-contrib","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/dataiku-contrib","Public repository for DSS plugins",true,"2017-02-07T18:33:24Z","2018-03-15T16:26:23Z",,0,0,"Apache License 2.0",0,"Python"
"publib","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/publib","Exploring library catalogue",false,"2017-02-15T16:22:41Z","2017-09-27T16:54:50Z",,1,0,,0,"Jupyter Notebook"
"dedupe","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/dedupe",":id: A python library for accurate and scaleable fuzzy matching, record deduplication and entity-resolution.",true,"2017-02-21T13:52:17Z","2018-03-15T16:26:24Z","",0,0,"MIT License",0,"Python"
"2017","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/2017","SIte web public de la promo EIG 2017",false,"2017-03-01T16:58:25Z","2018-07-04T11:28:22Z","https://entrepreneur-interet-general.github.io/2017/",0,0,"GNU General Public License v3.0",0,"CSS"
"word_convertor","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/word_convertor",,false,"2017-03-10T13:28:16Z","2017-03-10T13:31:43Z",,0,0,,0,"HTML"
"exo_ref","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/exo_ref","Connecting and versionning external referential",false,"2017-03-21T17:28:01Z","2018-03-15T16:26:26Z",,0,0,,0,"Jupyter Notebook"
"AFD_projects","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/AFD_projects",,false,"2017-03-22T14:30:28Z","2018-03-15T16:26:16Z",,1,1,,0,
"addocker","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/addocker","Run Addok in Docker",true,"2017-04-20T09:06:19Z","2018-03-15T16:26:14Z",,0,0,,0,"Python"
"pointk","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/pointk","Retrouver les coordonnées à partir d’un point kilométrique",false,"2017-06-02T13:41:03Z","2018-07-04T11:15:39Z",,0,1,"MIT License",0,"JavaScript"
"matchID-search","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/matchID-search",,false,"2017-08-22T09:30:18Z","2017-08-22T16:09:38Z",,1,0,,0,
"api-ccomptes","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/api-ccomptes",,false,"2017-09-13T10:15:59Z","2018-09-26T12:51:47Z",,3,0,"GNU Affero General Public License v3.0",4,"HTML"
"matchid-rnipp","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/matchid-rnipp","matchid dataprep and matching for BRPP/RNIPP (officila INSEE death people list)",false,"2017-09-20T20:41:11Z","2017-09-20T20:41:11Z",,0,0,"GNU Lesser General Public License v3.0",0,
"leaflet-geocoder-ban","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/leaflet-geocoder-ban","Plugin to add gecoding to your Leaflet map, powered by the french BAN (Base Adresse Nationale) API.",false,"2017-10-11T12:29:35Z","2018-11-13T13:36:25Z",,8,0,,0,"JavaScript"
"controle-en-cours","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/controle-en-cours",,false,"2017-10-24T13:55:02Z","2018-03-15T16:26:21Z",,0,0,"MIT License",0,"Python"
"cartav","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/cartav","Cartographie des accidents et de la verbalisation",false,"2017-10-30T10:01:39Z","2018-07-04T11:28:35Z",,2,1,,0,"CSS"
"matchID","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/matchID","New Repo : https://github.com/matchID-project/",false,"2017-11-07T09:33:48Z","2018-07-04T11:28:49Z",,0,0,,0,
"Merge-Machine","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/Merge-Machine","Merge Dirty Data with Clean Reference Tables",false,"2017-11-16T15:22:37Z","2018-11-11T15:57:42Z",,15,1,"Other",34,"Python"
"agenda-eig2018","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/agenda-eig2018","L'agenda des EIG 2018 (en lecture seule)",false,"2017-12-22T13:56:17Z","2018-10-16T17:06:50Z","https://entrepreneur-interet-general.github.io/agenda-eig2018/",0,0,,0,
"eig-link","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/eig-link","Liste d'outils pour faciliter les interactions entre EIG",false,"2018-01-16T16:02:27Z","2018-11-14T05:27:35Z","",11,17,,30,
"vue-python-starter-kit","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/vue-python-starter-kit","full stack dev starter kit for developping with Vue.js & Python-FlaskRestPlus with docker, elasticsearch & mongodb",false,"2018-01-27T14:29:00Z","2018-06-17T20:23:05Z",,0,2,"GNU Lesser General Public License v3.0",0,"JavaScript"
"tutos-2018","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/tutos-2018","Ensemble des tutoriels utilises par les EIG",false,"2018-02-08T09:16:35Z","2018-09-03T16:42:49Z",,4,2,,0,
"sill","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/sill","Socle interministériel des logiciels libres",false,"2018-02-12T17:12:21Z","2018-02-28T13:14:24Z",,2,1,,5,"HTML"
"dataESR","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/dataESR",,false,"2018-02-14T14:52:39Z","2018-11-13T17:37:25Z",,4,0,,1,"Jupyter Notebook"
"predisauvetage","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/predisauvetage","Sauver des vies en mer en prévenant les accidents maritimes grâce aux données",false,"2018-02-16T14:44:27Z","2018-11-13T13:05:33Z","https://entrepreneur-interet-general.etalab.gouv.fr/defi/2017/09/26/donneesauvetagemaritime/",2,0,"MIT License",18,"Jupyter Notebook"
"numerilab","https://github.com/entrepreneur-interet-general","https://github.com/entrepreneur-interet-general/numerilab","Public repository DNE-Numerilab",false,"2018-02-19T13:48:07Z","2018-07-04T11:01:30Z",,1,0,,3,"Jupyter Notebook"
