Nom,Organisation,URL,Description,Fork?,Créé,Mis à jour,Homepage,Stars,# forks,Licence,Issues,Langages
"pkgi","https://github.com/Inist-CNRS","https://github.com/Inist-CNRS/pkgi","Pkgi permet la création d'environnements applicatifs indépendants et mutualisés sous Debian.",false,"2011-12-11T19:44:37Z","2017-11-09T19:27:05Z","http://www.pkgi.net",5,4,,2,"PHP"
"node-sphinxapi","https://github.com/Inist-CNRS","https://github.com/Inist-CNRS/node-sphinxapi","Native javascript implementation of the standard Sphinx API",false,"2012-03-21T21:37:46Z","2018-11-27T01:40:40Z","",77,20,"Other",12,"JavaScript"
"node-xml-writer","https://github.com/Inist-CNRS","https://github.com/Inist-CNRS/node-xml-writer","Javascript implementation of the classic XMLWriter class",false,"2012-03-27T19:34:41Z","2019-01-08T21:36:57Z","",54,23,"Other",9,"JavaScript"
"node-xml-mapping","https://github.com/Inist-CNRS","https://github.com/Inist-CNRS/node-xml-mapping","Node Module to convert Memory structure to XML and vice versa",false,"2012-03-27T19:35:25Z","2018-02-28T15:56:32Z","",39,16,"Other",5,"JavaScript"
"node-xml-splitter","https://github.com/Inist-CNRS","https://github.com/Inist-CNRS/node-xml-splitter",,false,"2012-04-27T21:21:05Z","2017-09-05T10:18:52Z",,9,5,"Other",2,"JavaScript"
"node-atom-writer","https://github.com/Inist-CNRS","https://github.com/Inist-CNRS/node-atom-writer",,false,"2012-06-27T07:46:30Z","2015-10-28T15:30:22Z",,6,3,"Other",2,"JavaScript"
"node-json-writer","https://github.com/Inist-CNRS","https://github.com/Inist-CNRS/node-json-writer",,false,"2012-07-03T07:01:25Z","2015-10-28T15:14:13Z",,1,1,"Other",0,"JavaScript"
"node-xml2json-command","https://github.com/Inist-CNRS","https://github.com/Inist-CNRS/node-xml2json-command","Convert an XML input to a JSON output, using xml-mapping",false,"2012-11-15T15:39:07Z","2018-11-30T08:26:34Z",,150,10,,4,"JavaScript"
"node-csv-string","https://github.com/Inist-CNRS","https://github.com/Inist-CNRS/node-csv-string","CSV Strings & Streams for Javascript since 2012",false,"2013-01-11T15:06:07Z","2018-12-28T09:21:58Z","",43,16,"Other",2,"JavaScript"
"node-formatik","https://github.com/Inist-CNRS","https://github.com/Inist-CNRS/node-formatik","To validate associative arrays",false,"2013-03-20T09:22:49Z","2015-10-28T15:29:06Z",,3,0,"Other",0,"JavaScript"
